"plant_technology_id","plant_technology_path","technology_id","plant_id","support_daily_financial_entries"
"419d77de-4b28-11ed-b700-1cc10cb4aa68","\\MSUSAMEACP3307.na.corp.cargill.com\CSST PDDF MTPM\Bergen op Zoom\_Reporting\Wheat Area","WHEATAREA","8304d559-4a3b-11ed-b700-1cc10cb4aa68","True"
"5b5fbd07-4b28-11ed-b700-1cc10cb4aa68","\\MSUSAMEACP3307.na.corp.cargill.com\CSST PDDF MTPM\Fort Dodge\_Reporting\Corn Wet Mill","CORNWETMILL","e7b4fb0f-4a3b-11ed-b700-1cc10cb4aa68","True"
